labels,files,cl2
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_585454.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_587572.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_589747.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_591999.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_594280.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_596584.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_598713.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_600739.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_602893.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_605148.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_607475.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_609715.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_611986.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_614259.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_616526.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_618804.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_621102.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_623367.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_625579.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_627827.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_630027.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_632156.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_634283.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_636520.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_638846.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_641178.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_643439.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_645581.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_647672.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_100_649734.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_2147.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_4368.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_6610.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_8908.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_11220.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_13512.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_15759.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_18049.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_20314.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_22611.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_24872.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_27115.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_29360.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_31599.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_33830.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_36035.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_38284.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_40552.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_42822.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_45058.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_47338.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_49639.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_51949.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_54242.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_56496.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_58768.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_61034.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_63297.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_65612.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_67942.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_70284.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_72575.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_74857.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_77135.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_79421.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_81727.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_84019.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_86352.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_88705.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_91014.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_93257.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_95462.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_97670.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_99895.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_102166.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_104437.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_106656.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_108856.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_111078.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_113365.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_115659.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_117962.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_120303.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_122603.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_124859.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_127093.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_129353.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_131606.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_133870.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_136108.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_138366.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_140598.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_142846.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_145092.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_147405.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_149708.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_152039.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_154366.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_156676.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_158919.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_161171.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_163453.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_165749.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_168036.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_170324.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_172648.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_174963.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_177272.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_179579.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_181892.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_184236.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_186632.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_188985.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_191348.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_193663.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_195900.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_198145.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_200387.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_202664.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_204906.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_207156.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_209381.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_211630.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_213834.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_216064.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_218308.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_220585.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_222850.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_225127.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_227398.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_229686.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_231964.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_234229.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_236471.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_238725.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_240969.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_243224.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_245212.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_247481.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_249747.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_251787.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_254237.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_256659.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_258937.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_261165.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_263422.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_265645.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_267871.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_270133.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_272384.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_274353.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_276583.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_278788.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_281060.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_283076.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_285356.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_287583.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_289806.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_291738.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_293926.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_295874.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_297542.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_299467.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_301401.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_303577.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_305749.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_307945.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_310151.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_312368.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_314601.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_316828.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_319106.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_321419.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_323718.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_326001.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_328310.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_330606.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_332903.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_335206.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_337507.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_339790.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_342070.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_344339.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_346627.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_348907.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_351169.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_353463.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_355835.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_358185.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_360496.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_362781.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_365054.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_367316.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_369596.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_371920.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_374217.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_376587.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_378925.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_381213.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_383468.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_385760.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_388052.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_390334.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_392640.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_394949.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_397241.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_399512.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_401843.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_404206.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_406567.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_408913.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_411276.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_413605.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_415954.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_418274.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_420620.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_422956.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_425295.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_427650.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_430005.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_432371.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_434732.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_437118.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_439474.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_441821.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_112_444172.png,N
